,V1,V3,V5,V7,V9,V10,V11,V12,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,Class
1415,159,953888,54,8,116,143,1687,1,100,0.1885,0.25,0.8889,0.0053,1.0,1.0,0.0,1.7324,0.9542,0.9031,-0.1111,0.0043,0.1773,0,0,0,0,0,0,2
1416,905,1046618,41,7,88,117,1687,1,100,0.914,0.3788,0.5454,0.0065,0.9167,0.8571,0.0,1.6128,1.0414,0.7782,-0.4545,-0.2069,0.1715,0,0,0,0,0,0,2
1417,1605,1116225,57,7,82,108,1687,1,100,0.0842,0.2597,0.6364,0.0065,1.0,1.0,0.0,1.7559,1.0414,0.8451,-0.3636,-0.2511,0.1822,0,0,0,0,0,0,2
1418,345,822292,170,21,82,127,1353,1,50,0.51,0.2641,0.5238,0.0081,0.5238,1.0,1.0,2.2304,1.0414,1.3222,0.4762,-0.1497,0.3834,0,0,0,0,0,0,2
1419,1173,1072387,258,26,77,122,1353,1,50,0.2439,0.3385,0.5769,0.0111,0.75,1.0,1.0,2.4116,1.1761,1.415,0.4231,-0.1906,0.6422,0,0,0,0,0,0,2
1420,779,1198171,198,18,54,118,1353,0,50,0.8234,0.3149,1.0,0.0126,0.8095,0.9444,0.5,2.2967,1.2305,1.2305,0.0,-0.2769,0.4779,0,0,0,0,0,0,2
1421,1029,639361,128,15,132,150,1364,1,70,0.4721,0.3436,0.8667,0.0095,0.7222,1.0,1.0,2.1072,1.1139,1.1761,0.1333,0.0865,0.3285,0,0,0,0,0,0,2
1422,989,800963,68,10,91,125,1364,1,70,0.5337,0.3131,0.8182,0.0081,0.8461,0.9,0.0,1.8325,1.0414,0.9542,-0.1818,-0.1433,0.2051,0,0,0,0,0,0,2
1423,1170,1038876,113,18,125,142,1362,1,70,0.2614,0.4619,0.9333,0.0103,0.5185,0.8333,1.0,2.0531,1.1461,1.1761,0.0667,0.0358,0.3509,0,0,0,0,0,0,2
1424,754,1066700,212,22,77,118,1362,1,70,0.8693,0.3977,0.7273,0.0117,0.8,1.0,1.0,2.3263,1.2041,1.3424,0.2727,-0.225,0.5822,0,0,0,0,0,0,2
1425,457,1087496,60,10,92,134,1364,1,70,0.6701,0.25,0.8,0.0059,0.8889,1.0,1.0,1.7781,0.9031,1.0,0.2,-0.1211,0.1852,0,0,0,0,0,0,2
1426,760,1147869,99,11,61,119,1362,1,70,0.8664,0.25,0.9167,0.0088,0.6667,1.0,0.0,1.9956,1.0792,1.0414,-0.0833,-0.2624,0.2432,0,0,0,0,0,0,2
1427,512,1261077,74,11,93,132,1364,1,70,0.7507,0.4394,0.9167,0.0088,0.8,1.0,0.0,1.8692,1.0792,1.0414,-0.0833,-0.1246,0.2432,0,0,0,0,0,0,2
1428,1068,1539081,101,17,128,149,1366,1,70,0.4144,0.5792,0.9375,0.011000000000000001,0.5556,0.9412,1.0,2.0043,1.1761,1.2041,0.0625,0.0726,0.3977,0,0,0,0,0,0,2
1429,676,1974176,216,30,93,119,1364,1,70,0.9897,0.4462,0.4333,0.0095,0.4815,1.0,1.0,2.3345,1.1139,1.4771,0.5667,-0.1892,0.6422,0,0,0,0,0,0,2
1430,338,2032058,57,9,89,127,1364,1,70,0.4956,0.3667,0.9,0.0073,0.9091,1.0,0.0,1.7559,1.0,0.9542,-0.1,-0.1591,0.1954,0,0,0,0,0,0,2
1431,811,3096621,86,11,91,124,1356,1,70,0.7861,0.3485,0.9167,0.0088,0.8,1.0,0.0,1.9345,1.0792,1.0414,-0.0833,-0.16399999999999998,0.2432,0,0,0,0,0,0,2
1432,655,4212846,210,17,48,126,1650,1,69,0.7939,0.2734,1.0,0.0103,0.9444,1.0,0.5,2.3222,1.2305,1.2305,0.0,-0.2397,0.4779,0,0,0,0,0,0,2
1433,1151,6042280,110,12,73,133,1648,1,69,0.5886,0.2361,1.0,0.0073,0.8571,1.0,0.5,2.0414,1.0792,1.0792,0.0,-0.1709,0.2583,0,0,0,0,0,0,2
1434,1159,301412,66,8,87,135,1690,1,150,0.6166,0.175,0.8,0.0059,0.8333,1.0,0.0,1.8195,1.0,0.9031,-0.2,-0.152,0.1852,0,0,0,0,0,0,2
1435,328,322285,33,7,102,134,1688,1,150,0.3886,0.3265,1.0,0.0041,0.875,1.0,0.5,1.5185,0.8451,0.8451,0.0,-0.099,0.156,0,0,0,0,0,0,2
1436,345,348556,92,12,71,132,1688,1,150,0.4088,0.2333,0.8333,0.0059,0.625,1.0,1.0,1.9638,1.0,1.0792,0.1667,-0.17600000000000002,0.2288,0,0,0,0,0,0,2
1437,1032,404761,111,17,118,143,1690,1,150,0.7621,0.3901,0.9286,0.0083,0.5833,0.7647,0.0,2.0453,1.1461,1.1139,-0.0714,0.0344,0.3097,0,0,0,0,0,0,2
1438,1115,817076,140,14,58,135,1690,1,150,0.6627,0.3333,0.9333,0.0089,0.7143,1.0,0.0,2.1461,1.1761,1.1461,-0.0667,-0.2279,0.3509,0,0,0,0,0,0,2
1439,1070,863518,74,11,78,132,1652,1,100,0.6937,0.2525,0.8182,0.0055,0.6923,1.0,1.0,1.8692,0.9542,1.0414,0.1818,-0.1721,0.2051,0,0,0,0,0,0,2
1440,501,1986222,476,25,40,141,1666,1,100,0.6014,0.2384,1.0,0.015,0.6579,1.0,0.5,2.6776,1.3979,1.3979,0.0,-0.2455,0.8958,0,0,0,0,0,0,2
1441,1126,2636449,59,10,102,135,1656,1,100,0.6304,0.2625,0.8,0.0048,0.7273,1.0,1.0,1.7708,0.9031,1.0,0.2,-0.0816,0.1852,0,0,0,0,0,0,2
1442,300,2665729,124,14,85,125,1656,1,100,0.3623,0.2051,0.9231,0.0072,1.0,0.9286,1.0,2.0934,1.0792,1.1139,0.0769,-0.1588,0.2739,0,0,0,0,0,0,2
1443,434,2688956,119,13,81,132,1658,1,100,0.5235,0.2372,0.9231,0.0072,0.75,1.0,1.0,2.0756,1.0792,1.1139,0.0769,-0.1394,0.2739,0,0,0,0,0,0,2
1444,776,447943,1222,54,36,116,1654,1,80,0.9383,0.4062,0.8571,0.0254,0.5454,0.9074,1.0,3.0871,1.6233,1.6902,0.1429,-0.2824,1.0,0,0,0,0,0,0,2
1445,640,629605,64,8,91,134,1656,1,80,0.7729,0.2,0.8,0.006,0.8333,1.0,0.0,1.8062,1.0,0.9031,-0.2,-0.1215,0.1852,0,0,0,0,0,0,2
1446,1538,789340,100,12,77,110,1652,1,80,0.1247,0.2424,0.9167,0.0067,0.8461,1.0,1.0,2.0,1.0414,1.0792,0.0833,-0.2611,0.2432,0,0,0,0,0,0,2
1447,1505,880521,155,14,71,114,1654,1,80,0.1596,0.3487,0.8235,0.0103,0.8947,1.0,0.0,2.1903,1.2305,1.1461,-0.1765,-0.2576,0.3945,0,0,0,0,0,0,2
1448,1527,5331249,1284,61,42,117,1648,1,80,0.1007,0.4368,0.6333,0.0231,0.5588,0.9836,1.0,3.1086,1.5798,1.7781,0.3667,-0.2904,1.0,0,0,0,0,0,0,2
1449,1155,476876,82,11,77,133,1696,1,100,0.625,0.3223,1.0,0.0065,0.8461,1.0,0.5,1.9138,1.0414,1.0414,0.0,-0.1668,0.23,0,0,0,0,0,0,2
1450,171,1804039,69,9,99,143,1688,1,100,0.2026,0.303,0.8182,0.0065,0.9167,1.0,0.0,1.8389,1.0414,0.9542,-0.1818,-0.0704,0.2051,0,0,0,0,0,0,2
1451,144,127892,68,11,101,142,1618,1,70,0.17800000000000002,0.2273,0.7273,0.0049,0.8,1.0,1.0,1.8325,0.9031,1.0414,0.2727,-0.0136,0.1934,0,0,0,0,0,0,2
1452,1136,4082892,191,18,101,135,1666,0,40,0.6194,0.2421,0.7778,0.0084,0.8235,1.0,1.0,2.281,1.1461,1.2553,0.2222,-0.0755,0.41700000000000004,0,0,0,0,0,0,2
1453,1505,4373281,456,31,92,124,1668,0,40,0.1715,0.2645,0.6452,0.012,0.625,1.0,1.0,2.659,1.301,1.4914,0.3548,-0.146,0.8927,0,0,0,0,0,0,2
1454,1362,4443762,114,15,102,124,1666,0,40,0.3529,0.24,0.6667,0.006,0.7143,1.0,1.0,2.0569,1.0,1.1761,0.3333,-0.1223,0.266,0,0,0,0,0,0,2
1455,789,54896,55,9,100,132,1362,0,175,0.8297,0.2361,0.8889,0.0059,0.8,1.0,1.0,1.7404,0.9031,0.9542,0.1111,-0.11699999999999999,0.1773,0,0,0,0,0,0,2
1456,1151,866291,85,11,111,134,1396,0,120,0.3352,0.2975,1.0,0.0079,0.7857,1.0,0.5,1.9294,1.0414,1.0414,0.0,-0.0615,0.23,0,0,0,0,0,0,2
1457,599,2382642,54,9,101,126,1360,0,40,0.8809,0.3333,1.0,0.0066,0.75,1.0,0.5,1.7324,0.9542,0.9542,0.0,-0.1175,0.1862,0,0,0,0,0,0,2
1458,1118,2673603,118,13,103,253,1358,0,40,0.3358,0.2436,0.9231,0.0088,0.75,1.0,1.0,2.0719,1.0792,1.1139,0.0769,-0.0652,0.2739,0,0,0,0,0,0,2
1459,220,3094414,54,10,104,124,1692,0,70,0.26,0.4,0.9,0.0053,0.9,1.0,1.0,1.7324,0.9542,1.0,0.1,-0.1188,0.1954,0,0,0,0,0,0,2
1460,843,6712,98,12,82,102,1356,0,40,0.7434,0.0926,0.75,0.0066,0.6429,1.0,1.0,1.9912,0.9542,1.0792,0.25,-0.2813,0.215,0,0,0,0,0,0,2
1461,1219,701105,183,21,91,126,1358,0,40,0.187,0.2738,0.5714,0.0088,0.6316,1.0,1.0,2.2624,1.0792,1.3222,0.4286,-0.161,0.41700000000000004,0,0,0,0,0,0,2
1462,782,798878,576,34,84,133,1362,0,40,0.8194,0.2299,0.6471,0.0161,0.6471,1.0,1.0,2.7604,1.3424,1.5315,0.3529,-0.168,0.9513,0,0,0,0,0,0,2
1463,1167,294065,451,27,25,132,1354,0,40,0.2393,0.3061,0.9615,0.0185,0.7576,0.963,1.0,2.6542,1.3979,1.415,0.0385,-0.2575,0.9104,0,0,0,0,0,0,2
1464,642,96252,194,17,77,134,1694,1,80,0.758,0.2868,0.9412,0.0094,0.9412,1.0,1.0,2.2878,1.2041,1.2305,0.0588,-0.154,0.4498,0,0,0,0,0,0,2
1465,1123,94662,73,10,70,109,1694,0,60,0.6623,0.27,1.0,0.0059,0.9091,1.0,0.5,1.8633,1.0,1.0,0.0,-0.2793,0.2061,0,0,0,0,0,0,2
1466,279,119026,86,10,73,109,1694,0,60,0.3294,0.2182,0.9091,0.0065,0.7333,1.0,0.0,1.9345,1.0414,1.0,-0.0909,-0.2744,0.2173,0,0,0,0,0,0,2
1467,1202,289529,137,15,109,134,1692,0,60,0.5627,0.301,1.0,0.0083,0.9333,0.9333,0.5,2.1367,1.1461,1.1461,0.0,-0.0481,0.33,0,0,0,0,0,0,2
1468,747,949136,71,8,96,126,1698,0,60,0.8799,0.1932,0.7273,0.0065,0.7857,1.0,0.0,1.8513,1.0414,0.9031,-0.2727,-0.1452,0.1934,0,0,0,0,0,0,2
1469,799,1029590,33,6,105,126,1698,0,60,0.9411,0.2143,0.8571,0.0041,0.7778,1.0,0.0,1.5185,0.8451,0.7782,-0.1429,-0.11199999999999999,0.1499,0,0,0,0,0,0,2
1470,485,1105756,75,12,91,125,1696,0,60,0.5719,0.2188,0.6667,0.0047,0.7273,1.0,1.0,1.8751,0.9031,1.0792,0.3333,-0.1388,0.2018,0,0,0,0,0,0,2
1471,619,1126672,59,8,95,127,1696,0,60,0.73,0.1806,0.8889,0.0053,0.75,1.0,0.0,1.7708,0.9542,0.9031,-0.1111,-0.121,0.1773,0,0,0,0,0,0,2
1472,365,3866538,638,36,53,126,1364,1,80,0.5352,0.3568,0.9688,0.0227,0.7046,0.8889,1.0,2.8048,1.4914,1.5051,0.0313,-0.3087,0.99,0,0,0,0,0,0,2
1473,1106,2371582,106,16,107,125,1358,0,40,0.3564,0.3375,0.625,0.0074,0.8333,1.0,1.0,2.0253,1.0,1.2041,0.375,-0.0926,0.2792,0,0,0,0,0,0,2
1474,1123,11066410,143,14,96,127,1362,0,40,0.3304,0.2704,1.0,0.0103,0.7,1.0,0.5,2.1553,1.1461,1.1461,0.0,-0.1101,0.33,0,0,0,0,0,0,2
1475,1125,11499942,178,16,105,132,1360,0,40,0.3206,0.302,0.8824,0.0125,0.8947,0.9375,0.0,2.2504,1.2305,1.1761,-0.1177,-0.08800000000000001,0.4219,0,0,0,0,0,0,2
1476,810,11569824,190,20,102,132,1360,0,40,0.7882,0.3214,0.7,0.0103,0.7778,1.0,1.0,2.2787,1.1461,1.301,0.3,-0.0889,0.46299999999999997,0,0,0,0,0,0,2
1477,1135,12416454,305,27,80,127,1360,0,40,0.2912,0.4055,0.7037,0.0199,0.8182,0.7037,0.0,2.4843,1.4314,1.2787,-0.2963,-0.1143,0.8029999999999999,0,0,0,0,0,0,2
1478,385,4138007,125,13,83,141,1356,1,200,0.5678,0.256,0.8571,0.0103,0.8235,0.9231,0.0,2.0969,1.1461,1.0792,-0.1429,-0.1146,0.2901,0,0,0,0,0,0,2
1479,1536,48398,479,67,82,102,1692,0,300,0.1549,0.7052,0.3846,0.0148,0.4098,0.9701,1.0,2.6803,1.3979,1.8129,0.6154,-0.2939,0.9998,0,0,0,0,0,0,2
1480,254,65006,1695,133,80,108,1692,0,300,0.3002,0.5993,0.4787,0.0266,0.3103,0.7068,1.0,3.2292,1.6532,1.9731,0.5213,-0.2629,1.0,0,0,0,0,0,0,2
1481,1567,72307,326,49,87,109,1692,0,300,0.1324,0.4776,0.2708,0.0077,0.3714,0.9796,1.0,2.5132,1.1139,1.6812,0.7292,-0.2511,0.8952,0,0,0,0,0,0,2
1482,259,88576,204,37,71,93,1692,0,300,0.3061,0.4988,0.2973,0.0065,0.3929,1.0,1.0,2.3096,1.0414,1.5682,0.7027,-0.3731,0.6678,0,0,0,0,0,0,2
1483,237,95111,714,78,80,103,1692,0,300,0.2801,0.5861,0.3623,0.0148,0.3165,0.8846,1.0,2.8537,1.3979,1.8389,0.6377,-0.2857,0.9999,0,0,0,0,0,0,2
1484,235,103892,297,42,89,108,1692,0,300,0.2778,0.5359,0.4,0.0095,0.3333,0.9524,1.0,2.4728,1.2041,1.6021,0.6,-0.2462,0.9048,0,0,0,0,0,0,2
1485,237,109868,301,35,89,103,1692,0,300,0.2801,0.4267,0.4286,0.0089,0.3571,1.0,1.0,2.4786,1.1761,1.5441,0.5714,-0.2473,0.8153,0,0,0,0,0,0,2
1486,1569,116177,218,32,93,124,1692,0,300,0.1265,0.4954,0.5926,0.0095,0.4444,0.8438,1.0,2.3385,1.2041,1.4314,0.4074,-0.1447,0.7037,0,0,0,0,0,0,2
1487,247,165496,744,65,77,111,1692,0,300,0.292,0.4779,0.4386,0.0148,0.3472,0.8769,1.0,2.8716,1.3979,1.7559,0.5614,-0.2329,0.9994,0,0,0,0,0,0,2
1488,1563,173199,174,27,106,127,1692,0,300,0.1336,0.4563,0.8,0.0095,0.5333,0.7407,1.0,2.2406,1.2041,1.301,0.2,-0.0809,0.5296,0,0,0,0,0,0,2
1489,1578,178458,168,29,99,124,1692,0,300,0.1182,0.5385,0.5385,0.0083,0.3889,0.8965,1.0,2.2253,1.1461,1.415,0.4615,-0.1317,0.6015,0,0,0,0,0,0,2
1490,239,182093,703,87,63,111,1692,0,300,0.2825,0.6026,0.4754,0.0171,0.2358,0.7012,1.0,2.847,1.4624,1.7853,0.5246,-0.2095,0.9999,0,0,0,0,0,0,2
1491,244,184455,460,44,86,111,1692,0,300,0.2884,0.3707,0.3954,0.01,0.3469,0.9773,1.0,2.6628,1.2305,1.6335,0.6047,-0.2022,0.9457,0,0,0,0,0,0,2
1492,1579,188073,509,57,49,124,1692,0,300,0.1088,0.5339,0.4038,0.0124,0.3088,0.9123,1.0,2.7067,1.3222,1.716,0.5961,-0.1736,0.9949,0,0,0,0,0,0,2
1493,1568,195161,192,28,112,140,1692,0,300,0.1277,0.5556,0.5926,0.0095,0.3636,0.9643,1.0,2.2833,1.2041,1.4314,0.4074,-0.0206,0.7037,0,0,0,0,0,0,2
1494,243,205684,305,46,7,86,1692,0,300,0.2872,0.3972,0.2391,0.0065,0.2973,1.0,1.0,2.4843,1.0414,1.6628,0.7609,-0.6332,0.7955,0,0,0,0,0,0,2
1495,1587,211409,323,53,88,119,1692,0,300,0.1064,0.5605,0.3061,0.0089,0.2941,0.9245,1.0,2.5092,1.1761,1.6902,0.6939,-0.1871,0.9471,0,0,0,0,0,0,2
1496,1586,214533,123,17,77,103,1692,0,300,0.1111,0.3971,0.7059,0.0071,0.6316,1.0,1.0,2.0899,1.0792,1.2305,0.2941,-0.3238,0.3419,0,0,0,0,0,0,2
1497,253,220228,200,25,66,108,1692,0,300,0.2991,0.3333,0.48,0.0071,0.4,1.0,1.0,2.301,1.0792,1.3979,0.52,-0.2715,0.4963,0,0,0,0,0,0,2
1498,256,225183,833,80,85,117,1692,0,300,0.3026,0.5042,0.3429,0.0142,0.2637,0.875,1.0,2.9207,1.3802,1.8451,0.6571,-0.1903,0.9999,0,0,0,0,0,0,2
1499,253,232415,196,27,90,110,1692,0,300,0.2991,0.5644,0.72,0.0106,0.6207,0.9259,1.0,2.2923,1.2553,1.3979,0.28,-0.2254,0.7281,0,0,0,0,0,0,2
1500,251,256288,430,59,93,127,1692,0,300,0.2967,0.563,0.5854,0.0142,0.3288,0.6949,1.0,2.6335,1.3802,1.6128,0.4146,-0.10800000000000001,0.9895,0,0,0,0,0,0,2
1501,246,267240,549,58,94,124,1692,0,300,0.2908,0.39799999999999996,0.2807,0.0095,0.2963,0.9828,1.0,2.7396,1.2041,1.7559,0.7193,-0.1339,0.9831,0,0,0,0,0,0,2
1502,1572,337559,1570,128,29,111,1692,0,300,0.0969,0.5196,0.4419,0.0225,0.2159,0.6719,1.0,3.1959,1.5798,1.9345,0.5581,-0.3592,1.0,0,0,0,0,0,0,2
1503,265,492514,2293,140,82,116,1353,0,300,0.3917,0.4882,0.2286,0.0236,0.2991,1.0,1.0,3.3604,1.5051,2.1461,0.7714,-0.2581,1.0,0,0,0,0,0,0,2
1504,294,497209,4860,366,96,133,1353,0,300,0.4346,0.6698,0.1437,0.034,0.1133,0.8743,1.0,3.6866,1.6628,2.5052,0.8562,-0.1123,1.0,0,0,0,0,0,0,2
1505,325,508368,6102,303,87,133,1353,0,300,0.4804,0.6469,0.2083,0.0443,0.239,0.9505,1.0,3.7855,1.7781,2.4594,0.7917,-0.1602,1.0,0,0,0,0,0,0,2
1506,1197,61803,122,28,107,127,1394,0,120,0.264,0.5920000000000001,0.5652,0.0093,0.4333,0.8214,1.0,2.0864,1.1139,1.3617,0.4348,-0.106,0.4946,0,0,0,0,0,0,2
1507,1230,86773,279,51,118,141,1396,0,120,0.2178,0.5255,0.3333,0.01,0.2414,0.8235,1.0,2.4456,1.1461,1.6233,0.6667,-0.0085,0.8705,0,0,0,0,0,0,2
1508,1224,133270,461,60,112,132,1396,0,120,0.212,0.6234,0.4706,0.0172,0.375,0.85,1.0,2.6637,1.3802,1.7076,0.5294,-0.0734,0.9979,0,0,0,0,0,0,2
1509,1589,3051375,87,19,108,127,1690,0,70,0.1053,0.5469,0.75,0.0071,0.3636,0.8421,1.0,1.9395,1.0792,1.2041,0.25,-0.0957,0.3241,0,0,0,0,0,0,2
1510,1573,3116210,99,20,97,116,1692,0,70,0.1194,0.6563,0.8889,0.0106,0.5143,0.8,0.0,1.9956,1.2553,1.2041,-0.1111,-0.1827,0.4763,0,0,0,0,0,0,2
1511,1595,3127441,1421,204,104,127,1692,0,70,0.0827,0.6904,0.1588,0.016,0.113,0.8333,1.0,3.1526,1.4314,2.2304,0.8412,-0.1042,1.0,0,0,0,0,0,0,2
1512,1580,3160372,87,15,99,124,1690,0,70,0.1183,0.42,0.6667,0.0059,0.5,1.0,1.0,1.9395,1.0,1.1761,0.3333,-0.1671,0.266,0,0,0,0,0,0,2
1513,1613,3225473,137,25,103,126,1692,0,70,0.0768,0.5745,0.6087,0.0083,0.4375,0.92,1.0,2.1367,1.1461,1.3617,0.3913,-0.1241,0.5329,0,0,0,0,0,0,2
1514,1237,9737743,171,28,95,117,1362,0,40,0.1703,0.3214,0.3214,0.0066,0.3214,1.0,1.0,2.233,0.9542,1.4472,0.6786,-0.1901,0.41700000000000004,0,0,0,0,0,0,2
1515,1325,9767941,229,23,101,127,1362,0,40,0.0323,0.273,0.7143,0.011000000000000001,0.6,0.9129999999999999,1.0,2.3598,1.1761,1.3222,0.2857,-0.1409,0.5212,0,0,0,0,0,0,2
1516,1271,9831578,2962,284,101,127,1362,0,40,0.0896,0.6448,0.1079,0.022000000000000002,0.1299,0.9789,1.0,3.4716,1.4771,2.444,0.8921,-0.0974,1.0,0,0,0,0,0,0,2
1517,1,111151,318,62,19,99,1687,1,80,0.0012,0.2673,0.1129,0.0041,0.5833,1.0,1.0,2.5024,0.8451,1.7924,0.8871,-0.4698,0.7065,0,0,0,0,0,0,2
1518,1365,3990693,353,38,45,108,1387,0,50,0.013000000000000001,0.2661,0.3514,0.0094,1.0,0.9737,1.0,2.5478,1.1139,1.5682,0.6486,-0.3938,0.767,0,0,0,0,0,0,2
1519,1365,4174907,115,19,44,109,1387,0,50,0.0188,0.3275,0.4737,0.0065,1.0,1.0,1.0,2.0607,0.9542,1.2787,0.5263,-0.3586,0.2942,0,0,0,0,0,0,2
1520,1372,4309441,101,29,44,95,1387,0,50,0.013000000000000001,0.4195,0.2069,0.0043,0.8571,1.0,1.0,2.0043,0.7782,1.4624,0.7931,-0.4188,0.2984,0,0,0,0,0,0,2
1521,0,235757,1934,246,11,127,1353,0,70,0.0,0.3853,0.0537,0.0096,0.1585,0.9837,1.0,3.2865,1.1139,2.3838,0.9463,-0.278,1.0,0,0,0,0,0,0,2
1522,0,286956,148,58,61,121,1353,0,70,0.0,0.4897,0.0862,0.0037,0.625,1.0,1.0,2.1703,0.6990000000000001,1.7634,0.9138,-0.2453,0.4796,0,0,0,0,0,0,2
1523,0,438867,260,56,46,127,1353,0,70,0.0,0.6154,0.25,0.0096,0.5652,0.9286,1.0,2.415,1.1139,1.716,0.75,-0.1784,0.9236,0,0,0,0,0,0,2
1524,0,570024,3325,257,0,134,1353,0,70,0.0,0.5619,0.1435,0.0244,0.2821,0.8949,1.0,3.5218,1.5185,2.3617,0.8565,-0.2332,1.0,0,0,0,0,0,0,2
1525,0,645933,309,59,36,117,1353,0,70,0.0,0.5636,0.2034,0.0089,0.9231,1.0,1.0,2.49,1.0792,1.7708,0.7966,-0.3165,0.9373,0,0,0,0,0,0,2
1526,0,889681,247,61,121,141,1353,0,70,0.0,0.6368,0.425,0.0126,0.3696,0.6557,1.0,2.3927,1.2305,1.6021,0.575,0.0066,0.9254,0,0,0,0,0,0,2
1527,1705,389963,102,15,70,95,1715,0,50,0.0023,0.15,0.5333,0.0047,0.8889,1.0,1.0,2.0086,0.9031,1.1761,0.4667,-0.3598,0.2288,0,0,0,0,0,0,2
1528,51,661248,297,43,110,127,1353,0,70,0.0754,0.3654,0.3611,0.0096,0.2203,0.8372,1.0,2.4728,1.1139,1.5563,0.6389,-0.0852,0.7512,0,0,0,0,0,0,2
1529,1672,116120,5323,395,19,120,1715,0,50,0.0035,0.4677,0.16,0.0233,0.1633,0.6329,1.0,3.7262,1.6021,2.3979,0.84,-0.3241,1.0,0,0,0,0,0,0,2
1530,39,1135364,52,13,87,126,1688,1,60,0.0462,0.4286,0.5385,0.0041,0.5385,1.0,1.0,1.716,0.8451,1.1139,0.4615,-0.1815,0.1965,0,0,0,0,0,0,2
1531,2,2629644,200,24,77,110,1686,1,60,0.0024,0.359,0.5417,0.0077,0.5652,1.0,1.0,2.301,1.1139,1.3802,0.4583,-0.2939,0.5162,0,0,0,0,0,0,2
1532,1644,1554711,468,54,80,101,1692,1,70,0.0366,0.4382,0.3469,0.01,0.2429,0.9074,1.0,2.6702,1.2305,1.6902,0.6531,-0.3068,0.9718,0,0,0,0,0,0,2
1533,1641,1606625,652,48,73,108,1688,1,70,0.0261,0.433,0.5435,0.0148,0.5102,0.9583,1.0,2.8142,1.3979,1.6628,0.4565,-0.3288,0.9965,0,0,0,0,0,0,2
1534,1677,1846237,93,14,42,84,1692,1,70,0.0071,0.2619,0.6429,0.0053,0.6923,1.0,1.0,1.9685,0.9542,1.1461,0.3571,-0.5291,0.2359,0,0,0,0,0,0,2
1535,1381,3515903,6965,317,68,124,1686,1,70,0.2835,0.475,0.3284,0.0391,0.2435,0.6341,1.0,3.8429,1.8195,2.3032,0.6716,-0.27,1.0,0,0,0,0,0,0,2
1536,192,1283513,244,25,113,140,1652,1,69,0.2324,0.5920000000000001,0.8846,0.0157,0.6667,0.92,0.0,2.3874,1.415,1.3617,-0.1154,-0.0148,0.8778,0,0,0,0,0,0,2
1537,1543,1312943,51,9,102,127,1652,1,69,0.109,0.4632,0.2632,0.0115,0.9048,0.5556,0.0,1.7076,1.2787,0.6990000000000001,-0.7368,-0.1049,0.2007,0,0,0,0,0,0,2
1538,833,276547,80,12,103,143,1692,1,143,0.9846,0.5031,0.3043,0.0136,0.9583,0.5833,0.0,1.9031,1.3617,0.8451,-0.6956,-0.0451,0.2806,0,0,0,0,0,0,2
1539,507,835980,121,17,119,141,1360,0,180,0.7456,0.3352,0.9286,0.0103,0.7778,0.7647,0.0,2.0828,1.1461,1.1139,-0.0714,0.0025,0.3097,0,0,0,0,0,0,2
1540,780,3746641,99,18,125,143,1378,0,40,0.8331,0.4844,0.3333,0.0174,0.8,0.4444,0.0,1.9956,1.3802,0.9031,-0.6667,0.0362,0.3241,0,0,0,0,0,0,2
1541,35,3780021,252,23,87,127,1378,0,40,0.0508,0.3555,0.7391,0.0123,0.8095,1.0,1.0,2.4014,1.2305,1.3617,0.2609,-0.1489,0.6438,0,0,0,0,0,0,2
1542,1015,3982273,55,11,132,143,1374,0,40,0.4949,0.4211,0.2632,0.0138,0.8636,0.4545,0.0,1.7404,1.2787,0.6990000000000001,-0.7368,0.0729,0.2007,0,0,0,0,0,0,2
1543,1146,3997970,3432,330,92,143,1366,0,40,0.2094,0.7878,0.3667,0.0564,0.2984,0.6364,1.0,3.5356,1.8865,2.3222,0.6333,-0.1135,1.0,0,0,0,0,0,0,2
1544,1228,4015601,271,26,112,134,1370,0,40,0.1504,0.5913,0.4359,0.0285,0.6964,0.6539,0.0,2.4330000000000003,1.5911,1.2305,-0.5641,-0.0643,0.9172,0,0,0,0,0,0,2
1545,406,4025551,89,13,125,143,1370,0,40,0.5927,0.3776,0.8461,0.008,0.7857,1.0,1.0,1.9494,1.0414,1.1139,0.1539,0.0322,0.257,0,0,0,0,0,0,2
1546,1291,4046506,131,15,95,118,1346,0,40,0.0609,0.3316,1.0,0.0104,0.875,0.9333,0.5,2.1173,1.1461,1.1461,0.0,-0.1805,0.33,0,0,0,0,0,0,2
1547,1295,4061997,138,25,21,79,1348,0,40,0.0593,0.5385,0.5652,0.0096,0.52,0.92,1.0,2.1399,1.1139,1.3617,0.4348,-0.585,0.4946,0,0,0,0,0,0,2
1548,127,503783,68,13,102,134,1354,0,40,0.1876,0.4188,0.6923,0.0066,0.6923,1.0,1.0,1.8325,0.9542,1.1139,0.3077,-0.0955,0.2253,0,0,0,0,0,0,2
1549,1199,585934,90,16,114,141,1354,0,40,0.2171,0.2969,0.5,0.0059,0.6154,1.0,1.0,1.9542,0.9031,1.2041,0.5,-0.0085,0.2384,0,0,0,0,0,0,2
1550,221,638591,72,12,120,140,1352,0,40,0.3269,0.6667,0.375,0.0178,0.6667,0.75,0.0,1.8573,1.3802,0.9542,-0.625,0.0001,0.3601,0,0,0,0,0,0,2
